Title,Description,Time,Vader_Sentiment,TextBlob_Sentiment,FinBERT_Sentiment
"Vingroup partners with Brighton College to bring UK’s ""Independent School of The Decade"" to Vietnam","HANOI, VIETNAM - Media OutReach - 21 April 2022 - On April 20, in Hanoi, Vingroup signed a comprehensive cooperation agreement with Brighton College, the leading coeducational school in the UK, with a prestigious education system, to establish the Brighton College Vietnam international school system.",2022-04-21,0.743,0.0,negative
SDS School of Entrepreneur Streamlined Analysis of YouTube Entrepreneurship Science Free Online Courses to Create Passive Income System,"TAIPEI, TAIWAN - Media OutReach - 21 April 2022 - The ever-changing global economic situation requires a fast and flexible response. SDS School of Entrepreneur, the entrepreneur business school simplifies online entrepreneurial thinking and patterns, strives to cultivate entrepreneurial mindsets through the selfless sharing by professional tutors.",2022-04-21,0.7003,0.125,neutral
Discovery Southeast Asia's #SayNo2Plastics campaign for Earth Day,"Discovery Southeast Asia, together with Greenpeace Southeast Asia, launches the #SayNo2Plastics campaign for Earth Day 2022. The challenge calls on fans and on Eco-Warriors across Asia to share their version of sustainable living on social media. Discovery and Animal Planet programs on how to tackle the human-caused climate crisis,overpopulation, and save nature.",2022-04-20,0.6908,0.03333333333333333,negative
Vietnam Suggests Argentina Create More Conditions for Agricultural Trade,Vietnam and Argentina boost bilateral relations towards the celebration of the 50th anniversary of diplomatic ties in 2023.,2022-04-20,0.4019,0.0,neutral
Vietnam’s Economic Growth Driven By Good Recovery of Sectors: World Bank,"Vietnam’s economic growth in the first quarter of 2022 was consolidated thanks to the solid performance of export-oriented manufacturing and recovering service sector, according to the Vietnam Macro Monitoring report recently released by World Bank.",2022-04-19,0.7269,0.13,neutral
Recharge With 7-Eleven’s New Comfort Food Menu of Ready-to-Eat Local Delights,"7-Eleven is launching a brand-new selection of Asian ready-to-eat dishes to help you satisfy your local food cravings 24/7! Take your pick from zi char favourites, hearty curries and delicious dim sum. Quick, easy to eat and full of flavour, this all-new range of delectable meals can be enjoyed around the clock!",2022-04-19,0.9642,0.35520833333333335,negative
South Korea’s K-Startup Grand Challenge 2022 to accept applications from April 15th,"South Korea is one of the most thriving economies in Asia. The country is home to global corporates like LG, Samsung, and Hyundai and is a breeding ground for innovative startups, entrepreneurship, and technology.",2022-04-18,0.6597,0.3333333333333333,neutral
Fight Of The Ages (FOTA) - The Future Of NFT MOBA In 2022,"SINGAPORE - Media OutReach - 18 April 2022 - In the first quarter of 2022, Fight Of The Ages (FOTA) has successfully become the first AAA MOBA game that raised a whopping $5 million in its fundraising.",2022-04-18,0.4019,0.2125,neutral
OPPO has introduced Premium Service for Reno7 Pro 5G users in Malaysia,"KUALA LUMPUR, MALAYSIA - Media OutReach - 18 April 2022 - With the exciting launch of Reno7 Series 5G, OPPO has begun to introduce a premium service package to the Reno7 Pro 5G users. It is the first time that OPPO tries to expand the coverage of premium service, initially bundled with its flagship Find Series, to the Reno series in Malaysia, as a new attempt on expanding into the high-end market.",2022-04-18,0.7906,0.11727272727272728,negative
Viola Davis Wears Matturi Fine Jewellery Earrings For ‘Black Is Brilliant’ With Rad and De Beers Group At The Premiere For ‘The First Lady’,"LOS ANGELES, US - Media OutReach - 17 April 2022 - Viola Davis wears Matturi Fine Jewellery earrings designed by Satta Matturi featuring ethically and sustainably sourced natural diamonds from Botswana for RAD x De Beers Group's #BlackIsBrilliant campaign at the world premiere of Showtime's ""The First Lady"" on April 14th in Los Angeles. WHAT & WHY: With #BlackIsBrilliant, De Beers Group provides a platform for Black designers to create one-of-a-kind pieces with natural diamonds from Botswana, with an emphasis on the Red Carpet as a powerful forum for communication and visibility in",2022-04-17,0.8957,0.15,neutral
Thailand's Asia Plus Securities Recommends Increasing Investment in Vietnam,"Asia Plus Securities (ASPS), a brokerage firm based in Thailand, has recommended increasing investment in the Vietnamese market, citing the country's high growth prospects based on its ample local workforce, low minimum wage, and steadily rising per capita income",2022-04-17,0.6908,0.02533333333333333,neutral
"Colgate launches their new electric toothbrush ‘Tailored for Your Smile’, first on Shopee","HO CHI MINH CITY, VIETNAM - Media OutReach - 15 April 2022 - Colgate, the global leader in oral care, collaborates with Shopee, the leading e-commerce platform in Southeast Asia and Taiwan, to launch their new electric toothbrush that is 'Tailored for Your Smile'. The electric toothbrush was developed based on the brand's research into category and cultural trends to create product innovations that suit the lifestyle of modern consumers. It is only available online and in five markets -- Singapore, Malaysia, Thailand, Vietnam, and the Philippines, and shoppers can look forward to special launch deals only on Colgate's official",2022-04-16,0.8442,0.15935064935064935,negative
Bitget Launches Automated Bot Trading For Its Users,"SINGAPORE - Media OutReach - 14 April 2022 - Leading global derivatives exchange – Bitget announces the introduction of automated trading bots on its platform, via a partnership with CryptoHero. The automated bot trading service is now available to all users on the Bitget platform.",2022-04-15,0.2732,0.2,negative
Kinder Recall List: Everything You Need To Know About Kinder Egg Products and the Salmonella Outbreak,The Ministry of Industry and Trade recommends that consumers do not use some Kinder egg products manufactured by Ferrero (Belgium) due to the possibility of contamination with Samonella.,2022-04-15,-0.1847,-0.125,positive
CPA Australia: Vietnamese small businesses lead in technology investment,"HANOI, VIETNAM - Media OutReach - 13 April 2022 - Vietnamese small businesses retained their crown as the most likely in the Asia-Pacific to invest in technology in 2021, according to a new survey by one of the world's largest professional accounting bodies, CPA Australia. This focus on technology was partially in response to the pandemic, with Vietnam's small businesses being the most likely to increase their emphasise on online sales and up their investment in technology in reaction to COVID-19. This change saw the percentage that earned more than 10 per cent of their revenue online jump from 60",2022-04-14,0.5809,0.11363636363636362,negative
Vietnam Recovers Yet Remains Cautious of Possible Economic 'Storms',"Although the economy is recovering strongly, but it is possible that the ""storm"" is ahead, Vietnam needs to prepare solutions to be ready to deal with difficulties.",2022-04-13,0.4678,0.2111111111111111,positive
3M announces school zone transformations to increase pedestrian visibility and road safety,"3M commits to serve as a global model to help children worldwide get to school safely 3M to work with local NGOs and government agencies to increase safety and visibility in 100 school zones in 23 countries, including Malaysia and ten other countries in Asia, by 2024",2022-04-13,0.8779,0.075,negative
"This Ramadan, traders can support charitable foundations together with OctaFX","KUALA LUMPUR, MALAYSIA - Media OutReach - 13 April 2022 - International Forex broker OctaFX launches its annual Ramadan charity campaign aimed at supporting local communities by financing humanitarian activities in numerous regions of the world.",2022-04-13,0.7783,0.0625,negative
Vietnam’s E-learning market projected to hit 4 billion USD by 2023,"Vietnam was listed in the top 10 fastest growing Edtech markets globally, posting annual growth of 44.3 percent, according to the Vietnam Edtech Report 2021.",2022-04-12,0.6249,0.25,neutral
"Vietnam, Laos Seek to Achieve Trade Target at 10% to 15% Per Year",Vietnam and Laos are working to reach the set trade growth target of 10% to 15% per year.,2022-04-12,0.4019,0.0,neutral
How Today's Corporate Banks Can Break Down 5 Barriers to Innovation,"The banking industry is more competitive than ever, which means that innovation is a must in order for individual corporate banks to stand out and succeed.",2022-04-11,0.7778,0.16666666666666666,neutral
Reckitt’s ‘Durex Love Series’ Campaign Crowned ‘Best Content Marketing,"Reckitt's brand Durex is proud to be honored 'Best Content Marketing – Bronze' for its success brought by the 'Durex Love Series' Campaign (the Campaign), in the '2022 Event Marketing Award' organized by Campaign, a credible advertising and marketing publication in Asia-Pacific.",2022-04-11,0.9735,0.6,neutral
"Ministry Moves to Enhance Economic, Trade Ties with European, American Partners","The Ministry of Industry and Trade will focus on solutions to tighten Vietnam’s economic and trade relations with European and American partners, Minister Nguyen Hong Dien has affirmed.",2022-04-11,0.1779,0.06666666666666667,negative
USAID Strengthens Digital Economy in Mekong Delta Region,The launching ceremony of the Mekong Innovation Initiative (MII) to support Vietnam in strengthening the digital economy and the Industry 4.0 was held on April 5.,2022-04-08,0.8176,0.0,neutral
"DHL Global Forwarding’s Life Sciences, Healthcare facility in Sri Lanka Honored","DHL Global Forwarding, the freight specialist arm of Deutsche Post DHL Group, is awarded the Good Distribution Practices (GDP) certification for its 15,000 square feet life sciences and healthcare (LSH) facility in Peliyagoda, Sri Lanka.",2022-04-08,0.6808,0.35,neutral
M1 Customers Can Now Enjoy True 5G for Free with Exclusive iPhone 13 Promotions,M1's True 5G network and exclusive promotions ensure customers can upgrade to iPhone 13 line-up on the best network.,2022-04-08,0.8779,0.675,neutral
